compound,defect,cdir,nelect,F,conv,lat_match
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Se,Charged-1,2593,-.12129756E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Se,Charged-2,2594,-.12081280E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Se,Neutral,2592.0000,-.12178074E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Zn,Charged+1,2579,-.12210801E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Zn,Charged+2,2578,-.12257592E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Zn,Charged-1,2581,-.12116180E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Zn,Charged-2,2582,-.12068322E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_Zn,Neutral,2580.0000,-.12163709E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_i,Charged+1,2597,-.12235766E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_i,Charged+2,2596,-.12285965E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_i,Charged-1,2599,-.12138577E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_i,Charged-2,2600,-.12089210E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,Te_i,Neutral,2598.0000,-.12187533E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,V_Zn,Charged+1,2579,-.12210892E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,V_Zn,Charged+2,2578,-.12257591E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,V_Zn,Charged-1,2581,-.12116206E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,V_Zn,Charged-2,2582,-.12068356E+04,1,0
Cu2Zn1Ge1S2Se1Te1_kesterite,V_Zn,Neutral,2580.0000,-.12163733E+04,1,0
Cu2Zn1Ge1S4_kesterite,Ge_S,Charged+1,2599,-.13176711E+04,1,0
Cu2Zn1Ge1S4_kesterite,Ge_S,Charged+2,2598,-.13225660E+04,1,0
Cu2Zn1Ge1S4_kesterite,Ge_S,Charged-1,2601,-.13073796E+04,1,0
Cu2Zn1Ge1S4_kesterite,Ge_S,Charged-2,2602,-.13018999E+04,1,0
Cu2Zn1Ge1S4_kesterite,Ge_S,Neutral,2600.0000,-.13126105E+04,1,0
Cu2Zn1Ge1S4_stannite,HSE,.,2592.0000,-.15033686E+04,1,1
Cu2Zn1Ge1Se4_stannite,V_Se,Charged+1,2585,-.11942491E+04,1,0
Cu2Zn1Ge1Se4_stannite,V_Se,Charged+2,2584,-.11979743E+04,1,0
Cu2Zn1Ge1Se4_stannite,V_Se,Charged-1,2587,-.11866769E+04,1,0
Cu2Zn1Ge1Se4_stannite,V_Se,Charged-2,2588,-.11828382E+04,1,0
Cu2Zn1Ge1Se4_stannite,V_Se,Neutral,2586.0000,-.11904806E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Se,Charged+1,2537,-.14269542E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Se,Charged+2,2536,-.14310598E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Se,Charged-1,2539,-.14179292E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Se,Charged-2,2540,-.14130391E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Se,Neutral,2538.0000,-.14227763E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Zn,Charged+1,2525,-.14223333E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Zn,Charged+2,2524,-.14263952E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Zn,Charged-1,2527,-.14140964E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Zn,Charged-2,2528,-.14098556E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,S_Zn,Neutral,2526.0000,-.14182354E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Se_Zr,Charged+1,2525,-.14114056E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Se_Zr,Charged+2,2524,-.14154632E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Se_Zr,Charged-1,2527,-.14030888E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Se_Zr,Charged-2,2528,-.13987892E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Se_Zr,Neutral,2526.0000,-.14072756E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Sn_Zn,Charged+1,2539,-.14276209E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Sn_Zn,Charged+2,2538,-.14318865E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Sn_Zn,Charged-1,2541,-.14184962E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Sn_Zn,Charged-2,2542,-.14135381E+04,1,0
Cu2Zn1Sn0.25Zr0.75S2Se2_stannite,Sn_Zn,Neutral,2540.0000,-.14233893E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,S_Zn,Charged+1,2525,-.14884313E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,S_Zn,Charged+2,2524,-.14929981E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,S_Zn,Charged-1,2527,-.14791166E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,S_Zn,Charged-2,2528,-.14743903E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,S_Zn,Neutral,2526.0000,-.14837905E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,V_Zn,Charged+1,2525,-.14884128E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,V_Zn,Charged+2,2524,-.14929928E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,V_Zn,Charged-1,2527,-.14791364E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,V_Zn,Charged-2,2528,-.14743880E+04,1,0
Cu2Zn1Sn0.25Zr0.75S4_stannite,V_Zn,Neutral,2526.0000,-.14837883E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Se_Zr,Charged+1,2543,-.13486767E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Se_Zr,Charged+2,2542,-.13527921E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Se_Zr,Charged-1,2545,-.13402351E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Se_Zr,Charged-2,2546,-.13358589E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Se_Zr,Neutral,2544.0000,-.13445042E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Sn_Zr,Charged+1,2543,-.13486755E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Sn_Zr,Charged+2,2542,-.13527987E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Sn_Zr,Charged-1,2545,-.13402394E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Sn_Zr,Charged-2,2546,-.13358595E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Sn_Zr,Neutral,2544.0000,-.13445133E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,V_S,Charged+1,2549,-.13552169E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,V_S,Charged+2,2548,-.13596783E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,V_S,Charged-1,2551,-.13467043E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,V_S,Charged-2,2552,-.13419340E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,V_S,Neutral,2550.0000,-.13514215E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Zr_Cu,Charged+1,2556,-.13690488E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Zr_Cu,Charged+2,2555,-.13736223E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Zr_Cu,Charged-1,2558,-.13593649E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Zr_Cu,Charged-2,2559,-.13544690E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_kesterite,Zr_Cu,Neutral,2557.0000,-.13642241E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,S_i,Charged+1,2561,-.13659396E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,S_i,Charged+2,2560,-.13702602E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,S_i,Charged-1,2563,-.13558049E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,S_i,Charged-2,2564,-.13513033E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,S_i,Neutral,2562.0000,-.13608729E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,V_Zr,Charged+1,2543,-.13479428E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,V_Zr,Charged+2,2542,-.13521765E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,V_Zr,Charged-1,2545,-.13393448E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,V_Zr,Charged-2,2546,-.13349424E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,V_Zr,Neutral,2544.0000,-.13436625E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Cu,Charged+1,2556,-.13682003E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Cu,Charged+2,2555,-.13727336E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Cu,Charged-1,2558,-.13585380E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Cu,Charged-2,2559,-.13550154E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Cu,Neutral,2557.0000,-.13633710E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Sn,Charged+1,2553,-.13694754E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Sn,Charged+2,2552,-.13737703E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Sn,Charged-1,2555,-.13604300E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Sn,Charged-2,2556,-.13556634E+04,1,0
Cu2Zn1Sn0.5Zr0.5S2Se2_stannite,Zr_Sn,Neutral,2554.0000,-.13651500E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,S_Zr,Charged+1,2543,-.14111193E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,S_Zr,Charged+2,2542,-.14158120E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,S_Zr,Charged-1,2545,-.14015424E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,S_Zr,Charged-2,2546,-.13965571E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,S_Zr,Neutral,2544.0000,-.14063515E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Cu,Charged+1,2544,-.14210586E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Cu,Charged+2,2543,-.14257290E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Cu,Charged-1,2546,-.14116507E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Cu,Charged-2,2547,-.14061211E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Cu,Neutral,2545.0000,-.14163624E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Sn,Charged+1,2541,-.14184474E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Sn,Charged+2,2540,-.14231012E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Sn,Charged-1,2543,-.14089342E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Sn,Charged-2,2544,-.14039549E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Sn,Neutral,2542.0000,-.14137332E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Zr,Charged+1,2543,-.14111124E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Zr,Charged+2,2542,-.14158010E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Zr,Charged-1,2545,-.14015415E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Zr,Charged-2,2546,-.13965616E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,V_Zr,Neutral,2544.0000,-.14063611E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,Zn_Sn,Charged+1,2553,-.14234013E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,Zn_Sn,Charged+2,2552,-.14280778E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,Zn_Sn,Charged-1,2555,-.14139327E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,Zn_Sn,Charged-2,2556,-.14090522E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_kesterite,Zn_Sn,Neutral,2554.0000,-.14186923E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zn_Sn,Charged+1,2553,-.14232040E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zn_Sn,Charged+2,2552,-.14279815E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zn_Sn,Charged-1,2555,-.14134918E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zn_Sn,Charged-2,2556,-.14085338E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zn_Sn,Neutral,2554.0000,-.14183791E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_Cu,Charged+1,2556,-.14317021E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_Cu,Charged+2,2555,-.14369532E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_Cu,Charged-1,2558,-.14206935E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_Cu,Charged-2,2559,-.14151482E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_Cu,Neutral,2557.0000,-.14261121E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_i,Charged+1,2567,-.14353844E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_i,Charged+2,2566,-.14407859E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_i,Charged-1,2569,-.14242721E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_i,Charged-2,2570,-.14186493E+04,1,0
Cu2Zn1Sn0.5Zr0.5S4_stannite,Zr_i,Neutral,2568.0000,-.14298448E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Cu_Zn,Charged+1,2543,-.12991456E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Cu_Zn,Charged+2,2542,-.13026997E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Cu_Zn,Charged-1,2545,-.12919284E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Cu_Zn,Charged-2,2546,-.12882206E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Cu_Zn,Neutral,2544.0000,-.12955514E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Se_Sn,Charged+1,2541,-.12953938E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Se_Sn,Charged+2,2540,-.12989310E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Se_Sn,Charged-1,2543,-.12881066E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Se_Sn,Charged-2,2544,-.12843262E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Se_Sn,Neutral,2542.0000,-.12917965E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Cu,Charged+1,2558,-.13023045E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Cu,Charged+2,2557,-.13059992E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Cu,Charged-1,2560,-.12941158E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Cu,Charged-2,2561,-.12896880E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Cu,Neutral,2559.0000,-.12982378E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Zn,Charged+1,2557,-.13043375E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Zn,Charged+2,2556,-.13082052E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Zn,Charged-1,2559,-.12963148E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Zn,Charged-2,2560,-.12921559E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,Sn_Zn,Neutral,2558.0000,-.13004289E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Se,Charged+1,2549,-.12954138E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Se,Charged+2,2548,-.12993212E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Se,Charged-1,2551,-.12884143E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Se,Charged-2,2552,-.12843578E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Se,Neutral,2550.0000,-.12924293E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Sn,Charged+1,2541,-.12953875E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Sn,Charged+2,2540,-.12989358E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Sn,Charged-1,2543,-.12881058E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Sn,Charged-2,2544,-.12843251E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_kesterite,V_Sn,Neutral,2542.0000,-.12917993E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_stannite,Se_Zn,Charged+1,2543,-.12987560E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_stannite,Se_Zn,Charged+2,2542,-.13024105E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_stannite,Se_Zn,Charged-1,2545,-.12913514E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_stannite,Se_Zn,Charged-2,2546,-.12875578E+04,1,0
Cu2Zn1Sn0.5Zr0.5Se4_stannite,Se_Zn,Neutral,2544.0000,-.12950810E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,S_Zn,Charged+1,2561,-.12969384E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,S_Zn,Charged+2,2560,-.13012431E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,S_Zn,Charged-1,2563,-.12882265E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,S_Zn,Charged-2,2564,-.12837831E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,S_Zn,Neutral,2562.0000,-.12926032E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,V_Cu,Charged+1,2562,-.12950951E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,V_Cu,Charged+2,2561,-.12993811E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,V_Cu,Charged-1,2564,-.12864412E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,V_Cu,Charged-2,2565,-.12818198E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,V_Cu,Neutral,2563.0000,-.12907783E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Cu,Charged+1,2574,-.12982032E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Cu,Charged+2,2573,-.13025695E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Cu,Charged-1,2576,-.12889203E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Cu,Charged-2,2577,-.12838525E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Cu,Neutral,2575.0000,-.12935879E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Se,Charged+1,2579,-.12960254E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Se,Charged+2,2578,-.13004479E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Se,Charged-1,2581,-.12868757E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Se,Charged-2,2582,-.12821820E+04,1,0
Cu2Zn1Sn0.75Zr0.25S2Se2_kesterite,Zn_Se,Neutral,2580.0000,-.12915096E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Cu_S,Charged+1,2578,-.13577703E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Cu_S,Charged+2,2577,-.13627073E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Cu_S,Charged-1,2580,-.13468679E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Cu_S,Charged-2,2581,-.13413631E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Cu_S,Neutral,2579.0000,-.13523327E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Zr_Zn,Charged+1,2573,-.13687702E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Zr_Zn,Charged+2,2572,-.13741106E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Zr_Zn,Charged-1,2575,-.13578540E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Zr_Zn,Charged-2,2576,-.13522377E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_kesterite,Zr_Zn,Neutral,2574.0000,-.13633616E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Cu_i,Charged+1,2584,-.13629463E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Cu_i,Charged+2,2583,-.13679865E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Cu_i,Charged-1,2586,-.13521825E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Cu_i,Charged-2,2587,-.13464895E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Cu_i,Neutral,2585.0000,-.13575845E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Sn_Zn,Charged+1,2561,-.13561101E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Sn_Zn,Charged+2,2560,-.13610005E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Sn_Zn,Charged-1,2563,-.13462063E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Sn_Zn,Charged-2,2564,-.13411825E+04,1,0
Cu2Zn1Sn0.75Zr0.25S4_stannite,Sn_Zn,Neutral,2562.0000,-.13511770E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,Cu_Zn,Charged+1,2561,-.12398983E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,Cu_Zn,Charged+2,2560,-.12436333E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,Cu_Zn,Charged-1,2563,-.12323324E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,Cu_Zn,Charged-2,2564,-.12284978E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,Cu_Zn,Neutral,2562.0000,-.12361314E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,V_Zn,Charged+1,2561,-.12399010E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,V_Zn,Charged+2,2560,-.12436373E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,V_Zn,Charged-1,2563,-.12323297E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,V_Zn,Charged-2,2564,-.12284889E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_kesterite,V_Zn,Neutral,2562.0000,-.12361284E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Se_Zr,Charged+1,2561,-.12289883E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Se_Zr,Charged+2,2560,-.12327726E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Se_Zr,Charged-1,2563,-.12213073E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Se_Zr,Charged-2,2564,-.12174370E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Se_Zr,Neutral,2562.0000,-.12251644E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Sn_Zn,Charged+1,2561,-.12393221E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Sn_Zn,Charged+2,2560,-.12431148E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Sn_Zn,Charged-1,2563,-.12316720E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Sn_Zn,Charged-2,2564,-.12278058E+04,1,0
Cu2Zn1Sn0.75Zr0.25Se4_stannite,Sn_Zn,Neutral,2562.0000,-.12355042E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Cu_Se,Charged+1,2596,-.12350665E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Cu_Se,Charged+2,2595,-.12395939E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Cu_Se,Charged-1,2598,-.12259744E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Cu_Se,Charged-2,2599,-.12213198E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Cu_Se,Neutral,2597.0000,-.12305442E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Se_Zn,Charged+1,2579,-.12338831E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Se_Zn,Charged+2,2578,-.12383672E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Se_Zn,Charged-1,2581,-.12248680E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Se_Zn,Charged-2,2582,-.12203205E+04,1,0
Cu2Zn1Sn1S2Se2_kesterite,Se_Zn,Neutral,2580.0000,-.12293877E+04,1,0
