compound,structure,eform_ev_atom,edecomp_ev_fu,gap_prescreen_ev,theory
Ag2Ca1Zr1Se4,kesterite,-0.8462,1.7469,1.482,PBEsol
Ag2Ca1Zr1Se4,stannite,-0.8544,1.682,1.323,PBEsol
Ag2Ca1Zr1Te4,kesterite,-0.4118,2.7922,0.978,PBEsol
Ag2Ca1Zr1Te4,stannite,-0.5104,2.003,0.91,PBEsol
Ag2Cd1Ge0.5Zr0.5S4,kesterite,-0.5023,0.1581,1.194,PBEsol
Ag2Cd1Ge0.5Zr0.5S4,stannite,-0.496,0.2085,0.945,PBEsol
Ag2Cd1Ge0.5Zr0.5Se4,kesterite,-0.4212,0.4939,0.746,PBEsol
Ag2Cd1Ge0.5Zr0.5Se4,stannite,-0.4141,0.551,0.543,PBEsol
Ag2Cd1Ge0.5Zr0.5Te4,stannite,-0.1509,,0.289,PBEsol
Ag2Cd1Ge1S1Se1Te2,kesterite,-0.1938,,0.119,PBEsol
Ag2Cd1Ge1S1Se1Te2,stannite,-0.1697,,0.013,PBEsol
Ag2Cd1Ge1S1Se2Te1,kesterite,-0.2401,,0.149,PBEsol
Ag2Cd1Ge1S1Se2Te1,stannite,-0.2321,,0.006,PBEsol
Ag2Cd1Ge1S1Se3,kesterite,-0.2921,-0.1325,0.382,PBEsol
Ag2Cd1Ge1S1Se3,stannite,-0.2845,-0.0711,0.048,PBEsol
Ag2Cd1Ge1S1Te3,kesterite,-0.1482,,0.186,PBEsol
Ag2Cd1Ge1S1Te3,stannite,-0.1149,,0.021,PBEsol
Ag2Cd1Ge1S2Se1Te1,kesterite,-0.246,,0.258,PBEsol
Ag2Cd1Ge1S2Se1Te1,stannite,-0.2374,,0.004,PBEsol
Ag2Cd1Ge1S2Se2,kesterite,-0.3039,-0.2036,0.538,PBEsol
Ag2Cd1Ge1S2Se2,stannite,-0.2958,-0.1388,0.196,PBEsol
Ag2Cd1Ge1S2Te2,kesterite,-0.1941,,0.309,PBEsol
Ag2Cd1Ge1S2Te2,stannite,-0.1729,,0.425,PBEsol
Ag2Cd1Ge1S3Se1,kesterite,-0.3193,-0.2841,0.689,PBEsol
Ag2Cd1Ge1S3Se1,stannite,-0.3117,-0.2233,0.293,PBEsol
Ag2Cd1Ge1S3Te1,kesterite,-0.2561,,0.186,PBEsol
Ag2Cd1Ge1S3Te1,stannite,-0.2441,,0.005,PBEsol
Ag2Cd1Ge1S4,kesterite,-0.338,-0.3568,0.823,PBEsol
Ag2Cd1Ge1S4,stannite,-0.3319,-0.3084,0.423,PBEsol
Ag2Cd1Ge1Se1Te3,stannite,-0.1102,,0.09,PBEsol
Ag2Cd1Ge1Se2Te2,kesterite,-0.1895,,0.098,PBEsol
Ag2Cd1Ge1Se2Te2,stannite,-0.1612,,0.279,PBEsol
Ag2Cd1Ge1Se3Te1,kesterite,-0.2353,,0.057,PBEsol
Ag2Cd1Ge1Se3Te1,stannite,-0.2159,,0.006,PBEsol
Ag2Cd1Ge1Se4,kesterite,-0.2856,-0.0696,0.178,PBEsol
Ag2Cd1Ge1Se4,stannite,-0.2804,-0.0278,1.075,PBEsol
Ag2Cd1Ge1Te4,kesterite,-0.099,,0.043,PBEsol
Ag2Cd1Ge1Te4,stannite,-0.0969,,0.07,PBEsol
Ag2Cd1Sn0.5Ge0.5S4,kesterite,-0.3375,-0.2334,0.575,PBEsol
Ag2Cd1Sn0.5Ge0.5S4,stannite,-0.331,-0.1807,0.359,PBEsol
Ag2Cd1Sn0.5Ge0.5Se4,kesterite,-0.3024,-0.0336,0.048,PBEsol
Ag2Cd1Sn0.5Ge0.5Te4,kesterite,-0.0914,,0.227,PBEsol
Ag2Cd1Sn0.5Ge0.5Te4,stannite,-0.0858,,0.016,PBEsol
Ag2Cd1Sn0.5Zr0.5S4,kesterite,-0.4978,0.3324,1.122,PBEsol
Ag2Cd1Sn0.5Zr0.5S4,stannite,-0.4942,0.3611,0.917,PBEsol
Ag2Cd1Sn0.5Zr0.5Se4,kesterite,-0.409,0.7795,0.754,PBEsol
Ag2Cd1Sn0.5Zr0.5Se4,stannite,-0.4051,0.8108,0.578,PBEsol
Ag2Cd1Sn0.5Zr0.5Te4,stannite,-0.0845,,0.387,PBEsol
Ag2Cd1Sn1S1Se1Te2,kesterite,-0.2298,,0.029,PBEsol
Ag2Cd1Sn1S1Se1Te2,stannite,-0.1565,,0.023,PBEsol
Ag2Cd1Sn1S1Se2Te1,kesterite,-0.2721,,0.063,PBEsol
Ag2Cd1Sn1S1Se2Te1,stannite,-0.2226,,0.342,PBEsol
Ag2Cd1Sn1S1Se3,kesterite,-0.3235,-0.0318,0.047,PBEsol
Ag2Cd1Sn1S1Se3,stannite,-0.2897,0.2384,0.038,PBEsol
Ag2Cd1Sn1S1Te3,kesterite,-0.183,,0.039,PBEsol
Ag2Cd1Sn1S1Te3,stannite,-0.1782,,0.105,PBEsol
Ag2Cd1Sn1S2Se1Te1,kesterite,-0.2724,,0.023,PBEsol
Ag2Cd1Sn1S2Se1Te1,stannite,-0.2649,,0.002,PBEsol
Ag2Cd1Sn1S2Se2,kesterite,-0.3261,-0.0548,0.195,PBEsol
Ag2Cd1Sn1S2Se2,stannite,-0.2998,0.1551,0.025,PBEsol
Ag2Cd1Sn1S2Te2,kesterite,-0.2244,,0.085,PBEsol
Ag2Cd1Sn1S2Te2,stannite,-0.2127,,0.393,PBEsol
Ag2Cd1Sn1S3Se1,kesterite,-0.3335,-0.0964,0.296,PBEsol
Ag2Cd1Sn1S3Se1,stannite,-0.3133,0.0654,0.119,PBEsol
Ag2Cd1Sn1S3Te1,kesterite,-0.276,,0.032,PBEsol
Ag2Cd1Sn1S3Te1,stannite,-0.2441,,0.003,PBEsol
Ag2Cd1Sn1S4,kesterite,-0.338,-0.0815,0.399,PBEsol
Ag2Cd1Sn1S4,stannite,-0.3376,-0.0781,0.213,PBEsol
Ag2Cd1Sn1Se1Te3,kesterite,-0.1905,,0.031,PBEsol
Ag2Cd1Sn1Se1Te3,stannite,-0.1854,,0.085,PBEsol
Ag2Cd1Sn1Se2Te2,kesterite,-0.229,,0.546,PBEsol
Ag2Cd1Sn1Se2Te2,stannite,-0.2213,,0.273,PBEsol
Ag2Cd1Sn1Se3Te1,kesterite,-0.2731,,0.063,PBEsol
Ag2Cd1Sn1Se3Te1,stannite,-0.2121,,0.086,PBEsol
Ag2Cd1Sn1Se4,kesterite,-0.3216,0.0188,0.066,PBEsol
Ag2Cd1Sn1Se4,stannite,-0.3166,0.0585,0.0,PBEsol
Ag2Cd1Sn1Te4,kesterite,-0.1271,,0.042,PBEsol
Ag2Cd1Sn1Te4,stannite,-0.1246,,0.097,PBEsol
Ag2Cd1Zr1S1Se1Te2,kesterite,-0.4423,1.0466,0.687,PBEsol
Ag2Cd1Zr1S1Se1Te2,stannite,-0.3841,1.5123,0.371,PBEsol
Ag2Cd1Zr1S1Se2Te1,stannite,-0.4792,1.2547,0.497,PBEsol
Ag2Cd1Zr1S1Se3,stannite,-0.569,1.0762,0.945,PBEsol
Ag2Cd1Zr1S1Te3,stannite,-0.3702,1.1578,0.432,PBEsol
Ag2Cd1Zr1S2Se1Te1,kesterite,-0.54,0.8915,0.901,PBEsol
Ag2Cd1Zr1S2Se1Te1,stannite,-0.5113,1.1216,0.487,PBEsol
Ag2Cd1Zr1S2Se2,kesterite,-0.6022,0.9237,1.358,PBEsol
Ag2Cd1Zr1S2Se2,stannite,-0.6001,0.9409,1.064,PBEsol
Ag2Cd1Zr1S2Te2,kesterite,-0.4644,1.0205,0.961,PBEsol
Ag2Cd1Zr1S2Te2,stannite,-0.4231,1.351,0.573,PBEsol
Ag2Cd1Zr1S3Se1,kesterite,-0.6462,0.7054,1.402,PBEsol
Ag2Cd1Zr1S3Se1,stannite,-0.6325,0.8153,1.054,PBEsol
Ag2Cd1Zr1S3Te1,kesterite,-0.5651,0.8518,0.876,PBEsol
Ag2Cd1Zr1S3Te1,stannite,-0.563,0.8684,0.459,PBEsol
Ag2Cd1Zr1S4,kesterite,-0.6663,0.7114,1.519,PBEsol
Ag2Cd1Zr1S4,stannite,-0.6639,0.7308,1.264,PBEsol
Ag2Cd1Zr1Se1Te3,kesterite,-0.3526,1.1745,0.782,PBEsol
Ag2Cd1Zr1Se1Te3,stannite,-0.3506,1.1906,0.462,PBEsol
Ag2Cd1Zr1Se2Te2,kesterite,-0.3532,1.6623,0.858,PBEsol
Ag2Cd1Zr1Se2Te2,stannite,-0.4215,1.116,0.627,PBEsol
Ag2Cd1Zr1Se3Te1,kesterite,-0.4941,1.0482,0.887,PBEsol
Ag2Cd1Zr1Se3Te1,stannite,-0.4919,1.0661,0.49,PBEsol
Ag2Cd1Zr1Se4,kesterite,-0.5377,1.246,1.244,PBEsol
Ag2Cd1Zr1Se4,stannite,-0.5353,1.2654,0.961,PBEsol
Ag2Cd1Zr1Te4,kesterite,-0.1574,2.2765,0.673,PBEsol
Ag2Cd1Zr1Te4,stannite,-0.1579,2.2726,0.568,PBEsol
Ag2Mg0.5Ba0.5Ge1S4,kesterite,-0.5689,0.1327,1.095,PBEsol
Ag2Mg0.5Ba0.5Ge1S4,stannite,-0.5686,0.1348,0.998,PBEsol
Ag2Mg0.5Ba0.5Ge1Se4,kesterite,-0.4827,0.4759,0.557,PBEsol
Ag2Mg0.5Ba0.5Ge1Se4,stannite,-0.4854,0.4544,0.419,PBEsol
Ag2Mg0.5Ba0.5Ge1Te4,stannite,-0.2495,,0.348,PBEsol
Ag2Mg0.5Ba0.5Sn0.5Ge0.5S2Se2,kesterite,-0.5372,0.3049,0.686,PBEsol
Ag2Mg0.5Ba0.5Sn0.5Ge0.5S2Se2,stannite,-0.5412,0.2733,0.443,PBEsol
Ag2Mg0.5Ba0.5Sn1S4,kesterite,-0.5591,0.4866,0.881,PBEsol
Ag2Mg0.5Ba0.5Sn1S4,stannite,-0.5509,0.5525,0.759,PBEsol
Ag2Mg0.5Ba0.5Sn1Se4,kesterite,-0.4516,1.1013,0.488,PBEsol
Ag2Mg0.5Ba0.5Sn1Se4,stannite,-0.4474,1.1354,0.366,PBEsol
Ag2Mg0.5Ba0.5Sn1Te4,kesterite,-0.2908,,0.368,PBEsol
Ag2Mg0.5Ba0.5Sn1Te4,stannite,-0.1145,,0.5,PBEsol
Ag2Mg0.5Ba0.5Zr1S4,kesterite,-0.9296,0.942,1.715,PBEsol
Ag2Mg0.5Ba0.5Zr1S4,stannite,-0.9288,0.9483,1.588,PBEsol
Ag2Mg0.5Ba0.5Zr1Se4,kesterite,-0.7976,1.2891,1.354,PBEsol
Ag2Mg0.5Ba0.5Zr1Se4,stannite,-0.7302,1.8287,1.174,PBEsol
Ag2Mg0.5Ba0.5Zr1Te4,kesterite,-0.4584,1.6818,0.877,PBEsol
Ag2Mg0.5Ba0.5Zr1Te4,stannite,-0.2645,3.233,0.536,PBEsol
Ag2Mg0.5Ca0.5Ge1S4,kesterite,-0.5941,0.0328,1.359,PBEsol
Ag2Mg0.5Ca0.5Ge1S4,stannite,-0.5897,0.0684,1.016,PBEsol
Ag2Mg0.5Ca0.5Ge1Se4,kesterite,-0.5,0.3467,0.736,PBEsol
Ag2Mg0.5Ca0.5Ge1Se4,stannite,-0.4973,0.3687,0.422,PBEsol
Ag2Mg0.5Ca0.5Ge1Te4,kesterite,-0.23,,0.579,PBEsol
Ag2Mg0.5Ca0.5Ge1Te4,stannite,-0.2345,,0.438,PBEsol
Ag2Mg0.5Ca0.5Sn1S4,kesterite,-0.5911,0.3327,0.994,PBEsol
Ag2Mg0.5Ca0.5Sn1S4,stannite,-0.586,0.3736,0.771,PBEsol
Ag2Mg0.5Ca0.5Sn1Se4,kesterite,-0.5139,0.6125,0.553,PBEsol
Ag2Mg0.5Ca0.5Sn1Se4,stannite,-0.5104,0.6404,0.344,PBEsol
Ag2Mg0.5Ca0.5Sn1Te4,kesterite,-0.2042,,0.672,PBEsol
Ag2Mg0.5Ca0.5Sn1Te4,stannite,-0.2055,,0.545,PBEsol
Ag2Mg0.5Ca0.5Zr1S4,kesterite,-0.9364,0.9896,1.805,PBEsol
Ag2Mg0.5Ca0.5Zr1S4,stannite,-0.9363,0.9904,1.682,PBEsol
Ag2Mg0.5Ca0.5Zr1Se4,kesterite,-0.8029,1.2561,1.534,PBEsol
Ag2Mg0.5Ca0.5Zr1Se4,stannite,-0.7838,1.4091,1.364,PBEsol
Ag2Mg0.5Ca0.5Zr1Te4,kesterite,-0.3657,2.3147,0.963,PBEsol
Ag2Mg0.5Ca0.5Zr1Te4,stannite,-0.3687,2.2902,0.776,PBEsol
Ag2Mg0.5Cd0.5Ge1S4,kesterite,-0.4373,-0.2973,1.031,PBEsol
Ag2Mg0.5Cd0.5Ge1S4,stannite,-0.4252,-0.2002,0.746,PBEsol
Ag2Mg0.5Cd0.5Ge1Se4,kesterite,-0.3636,-0.0463,0.392,PBEsol
Ag2Mg0.5Cd0.5Ge1Se4,stannite,-0.3509,0.0549,0.112,PBEsol
Ag2Mg0.5Cd0.5Ge1Te4,kesterite,-0.125,,0.395,PBEsol
Ag2Mg0.5Cd0.5Ge1Te4,stannite,-0.1171,,0.089,PBEsol
Ag2Mg0.5Cd0.5Sn1S4,kesterite,-0.435,-0.0029,0.661,PBEsol
Ag2Mg0.5Cd0.5Sn1S4,stannite,-0.4278,0.0552,0.448,PBEsol
Ag2Mg0.5Cd0.5Sn1Se4,kesterite,-0.3763,0.2279,0.199,PBEsol
Ag2Mg0.5Cd0.5Sn1Se4,stannite,-0.3685,0.2906,0.644,PBEsol
Ag2Mg0.5Cd0.5Sn1Te4,kesterite,-0.1043,,0.422,PBEsol
Ag2Mg0.5Cd0.5Sn1Te4,stannite,-0.0992,,0.18,PBEsol
Ag2Mg0.5Cd0.5Zr1S4,kesterite,-0.772,0.721,1.6,PBEsol
Ag2Mg0.5Cd0.5Zr1S4,stannite,-0.7688,0.7463,1.297,PBEsol
Ag2Mg0.5Cd0.5Zr1Se4,kesterite,-0.6341,1.1223,1.309,PBEsol
Ag2Mg0.5Cd0.5Zr1Se4,stannite,-0.6309,1.1477,0.961,PBEsol
Ag2Mg0.5Cd0.5Zr1Te4,kesterite,-0.2494,1.9698,0.746,PBEsol
Ag2Mg0.5Cd0.5Zr1Te4,stannite,-0.2477,1.9834,0.567,PBEsol
Ag2Mg0.5Sr0.5Ge1S4,kesterite,-0.5868,0.0856,1.232,PBEsol
Ag2Mg0.5Sr0.5Ge1S4,stannite,-0.5833,0.1137,1.033,PBEsol
Ag2Mg0.5Sr0.5Ge1Se4,kesterite,-0.4956,0.4195,0.658,PBEsol
Ag2Mg0.5Sr0.5Ge1Se4,stannite,-0.4979,0.4013,0.396,PBEsol
Ag2Mg0.5Sr0.5Ge1Te4,kesterite,-0.2156,,0.517,PBEsol
Ag2Mg0.5Sr0.5Ge1Te4,stannite,-0.2234,,0.42,PBEsol
Ag2Mg0.5Sr0.5Sn1S4,kesterite,-0.5774,0.4363,0.944,PBEsol
Ag2Mg0.5Sr0.5Sn1S4,stannite,-0.5716,0.4828,0.774,PBEsol
Ag2Mg0.5Sr0.5Sn1Se4,kesterite,-0.4713,0.9909,0.539,PBEsol
Ag2Mg0.5Sr0.5Sn1Se4,stannite,-0.4678,1.0189,0.388,PBEsol
Ag2Mg0.5Sr0.5Sn1Te4,kesterite,-0.1129,,0.585,PBEsol
Ag2Mg0.5Sr0.5Sn1Te4,stannite,-0.1375,,0.475,PBEsol
Ag2Mg0.5Sr0.5Zr1S4,kesterite,-0.9268,1.0611,1.709,PBEsol
Ag2Mg0.5Sr0.5Zr1S4,stannite,-0.9246,1.0785,1.609,PBEsol
Ag2Mg0.5Sr0.5Zr1Se4,kesterite,-0.75,1.7174,1.379,PBEsol
Ag2Mg0.5Sr0.5Zr1Se4,stannite,-0.7484,1.7301,1.25,PBEsol
Ag2Mg0.5Sr0.5Zr1Te4,kesterite,-0.4593,1.6581,0.931,PBEsol
Ag2Mg0.5Sr0.5Zr1Te4,stannite,-0.2841,3.0595,0.631,PBEsol
Ag2Mg0.5Zn0.5Ge1S4,kesterite,-0.4609,-0.2883,1.163,PBEsol
Ag2Mg0.5Zn0.5Ge1S4,stannite,-0.4369,-0.0963,0.744,PBEsol
Ag2Mg0.5Zn0.5Ge1Se4,kesterite,-0.3778,-0.05,0.409,PBEsol
Ag2Mg0.5Zn0.5Ge1Se4,stannite,-0.3539,0.1414,0.034,PBEsol
Ag2Mg0.5Zn0.5Ge1Te4,kesterite,-0.1404,,0.391,PBEsol
Ag2Mg0.5Zn0.5Ge1Te4,stannite,-0.122,,0.049,PBEsol
Ag2Mg0.5Zn0.5Sn1S1Se1Te2,kesterite,-0.3029,,0.229,PBEsol
Ag2Mg0.5Zn0.5Sn1S1Se1Te2,stannite,-0.3098,,0.037,PBEsol
Ag2Mg0.5Zn0.5Sn1S4,kesterite,-0.4632,-0.0313,0.686,PBEsol
Ag2Mg0.5Zn0.5Sn1S4,stannite,-0.4454,0.1117,0.424,PBEsol
Ag2Mg0.5Zn0.5Sn1Se4,kesterite,-0.413,0.0451,0.163,PBEsol
Ag2Mg0.5Zn0.5Sn1Se4,stannite,-0.3854,0.266,0.559,PBEsol
Ag2Mg0.5Zn0.5Sn1Te4,kesterite,-0.1478,,0.452,PBEsol
Ag2Mg0.5Zn0.5Sn1Te4,stannite,-0.1342,,0.049,PBEsol
Ag2Mg0.5Zn0.5Zr1S4,kesterite,-0.7979,0.7111,1.617,PBEsol
Ag2Mg0.5Zn0.5Zr1S4,stannite,-0.7886,0.7855,1.284,PBEsol
Ag2Mg0.5Zn0.5Zr1Se4,kesterite,-0.6565,1.0529,1.276,PBEsol
Ag2Mg0.5Zn0.5Zr1Se4,stannite,-0.6473,1.1267,0.938,PBEsol
Ag2Mg0.5Zn0.5Zr1Te4,kesterite,-0.2865,1.6985,0.704,PBEsol
Ag2Mg0.5Zn0.5Zr1Te4,stannite,-0.2805,1.746,0.541,PBEsol
Ag2Mg1Ge0.5Zr0.5S4,kesterite,-0.7047,0.2838,1.62,PBEsol
Ag2Mg1Ge0.5Zr0.5S4,stannite,-0.693,0.3778,1.257,PBEsol
Ag2Mg1Ge0.5Zr0.5Se4,kesterite,-0.5864,0.5022,1.088,PBEsol
Ag2Mg1Ge0.5Zr0.5Se4,stannite,-0.5764,0.5825,0.743,PBEsol
Ag2Mg1Ge0.5Zr0.5Te4,kesterite,-0.281,,0.678,PBEsol
Ag2Mg1Ge0.5Zr0.5Te4,stannite,-0.2764,,0.39,PBEsol
Ag2Mg1Ge1S1Se1Te2,kesterite,-0.3254,,0.456,PBEsol
Ag2Mg1Ge1S1Se1Te2,stannite,-0.3083,,0.05,PBEsol
Ag2Mg1Ge1S1Se2Te1,kesterite,-0.391,,0.407,PBEsol
Ag2Mg1Ge1S1Se2Te1,stannite,-0.3764,,0.013,PBEsol
Ag2Mg1Ge1S1Se3,kesterite,-0.4639,-0.0727,0.8,PBEsol
Ag2Mg1Ge1S1Se3,stannite,-0.4493,0.0436,0.364,PBEsol
Ag2Mg1Ge1S1Te3,kesterite,-0.2597,,0.57,PBEsol
Ag2Mg1Ge1S1Te3,stannite,-0.2481,,0.205,PBEsol
Ag2Mg1Ge1S2Se1Te1,kesterite,-0.4099,,0.497,PBEsol
Ag2Mg1Ge1S2Se1Te1,stannite,-0.3951,,0.009,PBEsol
Ag2Mg1Ge1S2Se2,kesterite,-0.4856,-0.1199,0.98,PBEsol
Ag2Mg1Ge1S2Se2,stannite,-0.4708,-0.0015,0.53,PBEsol
Ag2Mg1Ge1S2Te2,kesterite,-0.3394,,0.796,PBEsol
Ag2Mg1Ge1S2Te2,stannite,-0.3294,,0.209,PBEsol
Ag2Mg1Ge1S3Se1,kesterite,-0.5108,-0.1743,1.138,PBEsol
Ag2Mg1Ge1S3Se1,stannite,-0.4955,-0.0524,0.614,PBEsol
Ag2Mg1Ge1S3Te1,kesterite,-0.4305,,0.444,PBEsol
Ag2Mg1Ge1S3Te1,stannite,-0.415,,0.01,PBEsol
Ag2Mg1Ge1S4,kesterite,-0.5384,-0.2151,1.281,PBEsol
Ag2Mg1Ge1S4,stannite,-0.5231,-0.0933,0.916,PBEsol
Ag2Mg1Ge1Se1Te3,kesterite,-0.2459,,0.518,PBEsol
Ag2Mg1Ge1Se1Te3,stannite,-0.236,,0.118,PBEsol
Ag2Mg1Ge1Se2Te2,kesterite,-0.3199,,0.521,PBEsol
Ag2Mg1Ge1Se2Te2,stannite,-0.2979,,0.152,PBEsol
Ag2Mg1Ge1Se3Te1,kesterite,-0.3742,,0.447,PBEsol
Ag2Mg1Ge1Se3Te1,stannite,-0.361,,0.011,PBEsol
Ag2Mg1Ge1Se4,kesterite,-0.4454,-0.0186,0.581,PBEsol
Ag2Mg1Ge1Se4,stannite,-0.4323,0.0867,0.23,PBEsol
Ag2Mg1Ge1Te4,kesterite,-0.2049,,0.324,PBEsol
Ag2Mg1Ge1Te4,stannite,-0.2077,,0.062,PBEsol
Ag2Mg1Sn0.5Ge0.5S4,kesterite,-0.5378,-0.0908,1.019,PBEsol
Ag2Mg1Sn0.5Ge0.5S4,stannite,-0.5244,0.0167,0.751,PBEsol
Ag2Mg1Sn0.5Ge0.5Se4,kesterite,-0.46,0.0353,0.48,PBEsol
Ag2Mg1Sn0.5Ge0.5Se4,stannite,-0.4486,0.1262,0.161,PBEsol
Ag2Mg1Sn0.5Ge0.5Te4,kesterite,-0.2179,,0.346,PBEsol
Ag2Mg1Sn0.5Ge0.5Te4,stannite,-0.2115,,0.197,PBEsol
Ag2Mg1Sn0.5Zr0.5S4,kesterite,-0.7019,0.4446,1.52,PBEsol
Ag2Mg1Sn0.5Zr0.5S4,stannite,-0.6938,0.5094,1.089,PBEsol
Ag2Mg1Sn0.5Zr0.5Se4,kesterite,-0.5675,0.8421,1.19,PBEsol
Ag2Mg1Sn0.5Zr0.5Se4,stannite,-0.5603,0.8995,0.741,PBEsol
Ag2Mg1Sn0.5Zr0.5Te4,kesterite,-0.1778,,0.95,PBEsol
Ag2Mg1Sn0.5Zr0.5Te4,stannite,-0.1731,,0.636,PBEsol
Ag2Mg1Sn1S1Se1Te2,kesterite,-0.3186,,0.4,PBEsol
Ag2Mg1Sn1S1Se1Te2,stannite,-0.3075,,0.137,PBEsol
Ag2Mg1Sn1S1Se2Te1,kesterite,-0.3939,,0.395,PBEsol
Ag2Mg1Sn1S1Se2Te1,stannite,-0.3844,,0.445,PBEsol
Ag2Mg1Sn1S1Se3,kesterite,-0.4718,0.2151,0.573,PBEsol
Ag2Mg1Sn1S1Se3,stannite,-0.4615,0.2979,0.234,PBEsol
Ag2Mg1Sn1S1Te3,kesterite,-0.3094,,0.334,PBEsol
Ag2Mg1Sn1S1Te3,stannite,-0.2372,,0.227,PBEsol
Ag2Mg1Sn1S2Se1Te1,kesterite,-0.4139,,0.437,PBEsol
Ag2Mg1Sn1S2Se1Te1,stannite,-0.4044,,0.008,PBEsol
Ag2Mg1Sn1S2Se2,kesterite,-0.4916,0.1584,0.699,PBEsol
Ag2Mg1Sn1S2Se2,stannite,-0.4803,0.2484,0.35,PBEsol
Ag2Mg1Sn1S2Te2,kesterite,-0.3734,,0.553,PBEsol
Ag2Mg1Sn1S2Te2,stannite,-0.3666,,0.16,PBEsol
Ag2Mg1Sn1S3Se1,kesterite,-0.5115,0.1205,0.803,PBEsol
Ag2Mg1Sn1S3Se1,stannite,-0.5009,0.2054,0.439,PBEsol
Ag2Mg1Sn1S3Te1,kesterite,-0.4313,,0.367,PBEsol
Ag2Mg1Sn1S3Te1,stannite,-0.4213,,0.009,PBEsol
Ag2Mg1Sn1S4,kesterite,-0.5373,0.0689,0.835,PBEsol
Ag2Mg1Sn1S4,stannite,-0.527,0.1519,0.566,PBEsol
Ag2Mg1Sn1Se1Te3,kesterite,-0.3013,,0.295,PBEsol
Ag2Mg1Sn1Se1Te3,stannite,-0.2937,,0.061,PBEsol
Ag2Mg1Sn1Se2Te2,stannite,-0.2698,,0.158,PBEsol
Ag2Mg1Sn1Se3Te1,kesterite,-0.355,,0.426,PBEsol
Ag2Mg1Sn1Se3Te1,stannite,-0.3463,,0.036,PBEsol
Ag2Mg1Sn1Se4,kesterite,-0.4799,0.0825,0.301,PBEsol
Ag2Mg1Sn1Se4,stannite,-0.4683,0.1753,0.077,PBEsol
Ag2Mg1Sn1Te4,kesterite,-0.2263,,0.26,PBEsol
Ag2Mg1Sn1Te4,stannite,-0.2212,,0.078,PBEsol
Ag2Mg1Zr1S1Se1Te2,stannite,-0.544,1.4487,0.734,PBEsol
Ag2Mg1Zr1S1Se2Te1,kesterite,-0.6768,0.9985,1.147,PBEsol
Ag2Mg1Zr1S1Se2Te1,stannite,-0.6483,1.2264,0.908,PBEsol
Ag2Mg1Zr1S1Se3,kesterite,-0.7535,1.0332,1.605,PBEsol
Ag2Mg1Zr1S1Se3,stannite,-0.7498,1.0633,1.437,PBEsol
Ag2Mg1Zr1S1Te3,kesterite,-0.5034,1.1983,1.044,PBEsol
Ag2Mg1Zr1S1Te3,stannite,-0.4453,1.6634,0.718,PBEsol
Ag2Mg1Zr1S2Se1Te1,kesterite,-0.6893,1.1254,1.101,PBEsol
Ag2Mg1Zr1S2Se1Te1,stannite,-0.6868,1.1454,0.836,PBEsol
Ag2Mg1Zr1S2Se2,kesterite,-0.8048,0.8401,1.746,PBEsol
Ag2Mg1Zr1S2Se2,stannite,-0.8005,0.8747,1.542,PBEsol
Ag2Mg1Zr1S2Te2,stannite,-0.5862,1.3649,0.864,PBEsol
Ag2Mg1Zr1S3Se1,kesterite,-0.8317,0.8627,1.715,PBEsol
Ag2Mg1Zr1S3Se1,stannite,-0.8276,0.8954,1.539,PBEsol
Ag2Mg1Zr1S3Te1,kesterite,-0.7275,1.0847,1.06,PBEsol
Ag2Mg1Zr1S3Te1,stannite,-0.7256,1.0994,0.825,PBEsol
Ag2Mg1Zr1S4,kesterite,-0.8725,0.8072,1.899,PBEsol
Ag2Mg1Zr1S4,stannite,-0.8671,0.8502,1.741,PBEsol
Ag2Mg1Zr1Se1Te3,kesterite,-0.3708,2.032,1.006,PBEsol
Ag2Mg1Zr1Se1Te3,stannite,-0.3712,2.0285,0.8,PBEsol
Ag2Mg1Zr1Se2Te2,kesterite,-0.4836,1.7316,1.119,PBEsol
Ag2Mg1Zr1Se2Te2,stannite,-0.4827,1.7388,0.984,PBEsol
Ag2Mg1Zr1Se3Te1,kesterite,-0.5925,1.4825,1.134,PBEsol
Ag2Mg1Zr1Se3Te1,stannite,-0.5894,1.507,0.93,PBEsol
Ag2Mg1Zr1Se4,kesterite,-0.6991,1.2849,1.597,PBEsol
Ag2Mg1Zr1Se4,stannite,-0.6955,1.3132,1.442,PBEsol
Ag2Mg1Zr1Te4,kesterite,-0.2612,2.3397,0.964,PBEsol
Ag2Mg1Zr1Te4,stannite,-0.2591,2.3571,0.801,PBEsol
Ag2Sr0.5Ba0.5Ge1S4,kesterite,-0.639,0.2779,1.15,PBEsol
Ag2Sr0.5Ba0.5Ge1S4,stannite,-0.7194,-0.3653,1.388,PBEsol
Ag2Sr0.5Ba0.5Ge1Se4,kesterite,-0.5488,0.8044,0.627,PBEsol
Ag2Sr0.5Ba0.5Ge1Se4,stannite,-0.6077,0.3337,0.818,PBEsol
Ag2Sr0.5Ba0.5Ge1Te4,stannite,-0.3002,,0.83,PBEsol
Ag2Sr0.5Ba0.5Sn1S4,kesterite,-0.6147,0.7477,1.068,PBEsol
Ag2Sr0.5Ba0.5Sn1S4,stannite,-0.6435,0.5175,1.126,PBEsol
Ag2Sr0.5Ba0.5Sn1Se4,kesterite,-0.4947,1.6141,0.702,PBEsol
Ag2Sr0.5Ba0.5Sn1Se4,stannite,-0.5345,1.2954,0.829,PBEsol
